5,1,180,995,5,-0.1250283590583855,-0.012099258780494804
1,1,164,997,3,1.0636921929830467,0.16112777854810428
0,1,137,996,4,2.926997517216252,0.4780373978600629
2,1,43,997,3,1.0868154339651692,1.527764579065881
4,1,116,1000,0,0.04842188434673875,0.9189022341123384
3,1,142,999,1,11.21587482413804,4.855815327490484
3,1,142,999,1,11.133535575417977,4.6246905111243635
0,1,137,996,4,3.320074343099792,0.4807825485860138
2,1,43,997,3,-0.00033681283989586003,-2.741857829387741
4,1,116,1000,0,14.185335817402322,4.578306993717658
5,1,180,995,5,1.396997917008143,-1.1104309366746399
1,1,164,997,3,0.44786292347357776,-0.4823128798818097
2,1,43,997,3,4.477543763950965,0.36140814414926503
1,1,164,997,3,-12.369646467186406,0.18691753790955898
4,1,116,1000,0,8.08238238172029,0.3424679453465263
5,1,180,995,5,-14.23058072633498,4.282028629329218
0,1,137,996,4,4.624100195815083,1.1484231233347288
3,1,142,999,1,10.173913957952278,4.4228436505177235
1,1,164,997,3,-12.278128252937757,0.18165974009995983
5,1,180,995,5,-13.564537682304737,5.038490868256442
3,1,142,999,1,10.010486917687611,4.402861445300142
0,1,137,996,4,10.678532240034928,8.395514660505029
2,1,43,997,3,0.5296555789464641,-15.449791737993774
4,1,116,1000,0,7.296196493316837,0.6675069597259605
2,1,43,997,3,0.5148831035250129,-15.504369952267174
0,1,137,996,4,10.725689193103081,8.35730888980984
5,1,180,995,5,-12.965974742142908,5.225689605045974
1,1,164,997,3,-11.236366737118914,-0.737436884905418
3,1,142,999,1,8.414381091554601,3.496108956087513
4,1,116,1000,0,7.901445709677182,0.10979018128132242
2,1,43,997,3,0.5974733961556855,-15.486373255460759
1,1,164,997,3,-11.268438276319161,-0.6483588267731731
0,1,137,996,4,10.606804070158343,8.182569530471078
4,1,116,1000,0,7.859782855334712,-0.4965007634206753
3,1,142,999,1,8.823543540074397,2.720633128421244
5,1,180,995,5,-13.35361038287738,4.75882925794085
5,1,180,995,5,-13.35361038287738,4.75882925794085
1,1,164,997,3,-11.042863212027497,-0.7632933379687207
3,1,142,999,1,8.440451795169938,-0.896691613748295
2,1,43,997,3,3.731799010067794,-8.62357598084946
4,1,116,1000,0,8.280805481263393,-0.07306594095039136
0,1,137,996,4,7.207564184440502,2.675755766360378
2,1,43,997,3,3.4638668886422974,-8.506611411088212
5,1,180,995,5,-12.47454525043302,4.622996112640904
4,1,116,1000,0,9.297299794754256,0.916952792862617
3,1,142,999,1,8.697766972600837,1.756946428461802
1,1,164,997,3,-8.217997348938553,-0.19200510513109983
0,1,137,996,4,7.673067218569616,3.160771737855327
3,1,142,999,1,8.738411165970819,1.7960127025375945
1,1,164,997,3,-8.224925447029577,0.309249627312823
2,1,43,997,3,2.9013821551128034,-9.52363438461487
0,1,137,996,4,7.282591509851707,2.5545610392193763
4,1,116,1000,0,9.632278608695032,1.5779616523546103
5,1,180,995,5,-8.095681478625002,2.6921611223461053
0,1,137,996,4,7.264265698928818,2.5798905211886263
5,1,180,995,5,-8.014618823081676,3.239220654855139
3,1,142,999,1,7.899331139014456,1.0740259489259847
2,1,43,997,3,3.4591712758538145,-11.214409611735162
1,1,164,997,3,-7.115396572349469,0.4555652526228419
4,1,116,1000,0,9.486650913253195,1.006824178730783
2,1,43,997,3,3.5748222134785546,-10.822201952062855
3,1,142,999,1,7.945305129357564,0.31278539656934523
4,1,116,1000,0,7.670943812525697,2.4801288289643595
0,1,137,996,4,9.020410514063393,-0.8452653765426044
1,1,164,997,3,-7.462099181848936,1.2914922735118846
5,1,180,995,5,-7.860888484747701,3.1747493371512614
2,1,43,997,3,2.9536620751833533,-10.610251352080349
3,1,142,999,1,8.600718126712685,1.5894784325339644
5,1,180,995,5,-9.274043371477008,2.536383060676781
1,1,164,997,3,-8.943215967875341,2.1066245711870324
4,1,116,1000,0,6.910466785824602,0.7691838731524552
0,1,137,996,4,7.440922236450932,2.702639853280644
2,1,43,997,3,2.600889985577814,-10.349955296637342
1,1,164,997,3,-7.568487898699647,1.0885651089597799
3,1,142,999,1,7.706921574643304,1.6686651621382866
