4,1,1080,2998,2,0.07059691177111223,-0.2721956051116829,-0.3032175704742061,-0.7082493459711469,0.37069615111221127,0.4143217486992476,-0.28699461610020327,-0.26323966468809595,0.6631794680574082,-0.6863484685121949
1,1,905,2999,1,-0.3912125375310154,-0.6844174775958753,0.7038650222274918,-1.0486158767725817,0.018041034947971307,0.08834183925024106,-0.3148606210048137,-0.7565910865298335,0.41249524328561743,-1.200411828771557
5,1,934,2836,164,-0.2844825800051076,0.1683460910089949,-0.3576457935899719,0.06569397026155802,0.7667276970774196,0.9491700276428998,-0.0654338836746783,0.565730851119504,0.3067296623682501,-0.5610878536259104
0,1,1180,3000,0,-0.09206141917931542,-0.12867106951090856,-0.0409007870301115,0.20968120856487052,-0.36576580102575385,-0.2602667166124134,0.10767875384722056,-0.010583909965773585,0.28484408797145333,0.4652237469457251
2,1,993,3000,0,0.2113333537986141,0.4493408091527435,-0.5908138621555703,-0.6605561652531022,-0.26455512958934013,-0.5651766345448099,-0.9131898226215893,-0.7911231119520667,-1.117570958137455,-1.3873464513944067
3,1,914,2998,2,0.15359392973652458,-0.3016966374607778,-0.01152742472991332,-0.5317196189359981,-0.04263882236123645,0.2919094830773473,-0.005190675563508083,-0.04858280304409707,-0.06091738794252459,0.11747712175285349
1,1,905,2999,1,-0.912509722122455,-1.3158066842022398,1.7667273164534543,-1.8094770034356205,-0.22310255915974733,-0.09905766294417548,-0.4906063811201202,-1.4812678565653228,0.43907944129715465,-2.159649189372689
0,1,1180,3000,0,-0.30957294550585324,0.1566584870994232,-0.2525071585465106,0.5344047479132942,0.08482048008798887,0.17785550878304324,0.23929473977035465,-0.18868293761883753,-0.779818785880741,0.49039265036692997
3,1,914,2998,2,0.39972689120384286,-1.1373683658739093,-0.6204611066919741,-0.4267627240766995,-0.5520830453515946,0.275219290355001,0.4319153203506289,-1.112556257639716,-0.15663676895618373,-1.5218882333004666
2,1,993,3000,0,-0.0645049386425678,0.056102545585063945,0.08213833687688832,-0.5888906471357831,0.713892212394284,1.1011924639132111,-0.8728370910315295,-0.16960689743215102,1.6546311711507917,0.5309015951866894
4,1,1080,2998,2,0.30715157915134084,0.13606643078958047,-0.7313108734360698,-0.08684941181694134,0.36506526591355787,0.366976834895038,-0.10146031598089397,0.1886062009768744,0.4241665829818114,0.02676048402348541
5,1,934,2836,164,-0.6360613287712333,-0.4010631886616245,0.15942599591824458,-0.7314457642735525,0.5654416606630469,0.9026244731992951,-0.29699225411310815,0.18552605730286173,-0.17544663552276452,-0.7614303761346606
