3,1,244,992,8,0.19569558014478072,0.1535273215035064
0,1,188,996,4,-0.013302109110506239,0.09511939066553779
1,1,150,993,7,0.0521112646974763,0.04982875406676815
5,1,243,992,8,0.16287998974780699,0.4471204991732445
2,1,250,991,9,0.39088109899977874,-0.2835244166364474
4,1,279,997,3,0.09169986670745787,-0.6825112540053436
5,1,243,992,8,0.17034226523066148,0.4273887596661985
0,1,188,996,4,0.2120960812000258,0.0756078256843913
2,1,250,991,9,2.6497933847390893,-1.1868455676205354
4,1,279,997,3,6.082432272369463,4.6007239195170815
3,1,244,992,8,1.444960405815441,-0.7384827474911415
1,1,150,993,7,7.423099416301329,1.9251302536758341
0,1,188,996,4,-0.35268217002410496,0.2203423485379271
4,1,279,997,3,6.105837635340173,4.481890861156491
5,1,243,992,8,0.4157125788589348,0.4584413066232107
2,1,250,991,9,3.43337698163986,-0.2500373936148806
3,1,244,992,8,2.0110907555587842,0.5866883704568889
1,1,150,993,7,7.477721707461867,2.017758411989021
5,1,243,992,8,1.7087560462637499,0.6087394027910705
0,1,188,996,4,4.534235229844106,-0.18221957748326323
3,1,244,992,8,10.958358926418793,3.356297940091432
1,1,150,993,7,9.305644183974188,2.894208156267392
2,1,250,991,9,5.2340791441530685,2.39072995326923
4,1,279,997,3,6.565676499488375,4.666818761202301
5,1,243,992,8,2.8307664655760942,1.0708000852731954
0,1,188,996,4,10.635198200410127,-0.32156404611178196
1,1,150,993,7,9.134399096340264,3.4701239618826683
3,1,244,992,8,10.30357381455838,3.5805914883286496
4,1,279,997,3,8.581542532794359,-3.142741721149988
2,1,250,991,9,4.874218252746578,2.044532407041845
5,1,243,992,8,2.8467592532377357,1.0984444440940806
1,1,150,993,7,8.949764088396428,3.3931033710435594
0,1,188,996,4,-3.7242934325794215,-3.5887254005210294
2,1,250,991,9,8.060811398672644,-0.4911920793701755
3,1,244,992,8,11.744397678160839,3.2512260293140907
4,1,279,997,3,4.408507473953979,-3.136311229407688
5,1,243,992,8,2.7386199689912525,1.0838776957106528
0,1,188,996,4,-3.775354242041094,-2.6980894048469097
4,1,279,997,3,4.3649903667363565,-2.975261548503762
1,1,150,993,7,4.948182885898767,-0.13047511867888273
3,1,244,992,8,5.391280107772474,2.730864047714803
2,1,250,991,9,8.830185783207039,0.4348937335953194
4,1,279,997,3,4.328892658079084,-2.9965333523313413
0,1,188,996,4,-3.539678043330328,-2.429305331424535
5,1,243,992,8,3.789088479561218,0.8815603752736091
3,1,244,992,8,6.693131772204035,1.7560729776106978
2,1,250,991,9,8.238978934066797,1.8239841098426979
1,1,150,993,7,7.036634660817961,-2.068379105387894
2,1,250,991,9,7.087484892232973,1.239817933948518
5,1,243,992,8,14.29229237322531,1.8474224267949186
0,1,188,996,4,-7.693838402245039,-0.7832132757927859
3,1,244,992,8,16.816458800022065,0.6225487994802451
1,1,150,993,7,13.035749649305014,-0.4949794732798447
4,1,279,997,3,6.637263685814462,-1.7596126363914895
4,1,279,997,3,3.8527568632212885,-4.764934902866836
1,1,150,993,7,14.003831743418957,-1.0696336996426492
3,1,244,992,8,19.54645157770142,-0.8083326369782069
2,1,250,991,9,7.173255481004307,-0.22901459367506655
0,1,188,996,4,-7.252880670150706,-0.9472701252021704
5,1,243,992,8,2.24591548014447,3.8753461608804374
1,1,150,993,7,13.419529802400207,-0.7913562894308028
0,1,188,996,4,-8.040256930596776,0.1644856077203459
4,1,279,997,3,3.9974990075783197,-5.3769809677104305
5,1,243,992,8,8.103613052508251,-0.35121815438264475
2,1,250,991,9,10.039817614065807,2.6625620694607974
3,1,244,992,8,13.973184801740222,2.066348240265707
0,1,188,996,4,-8.417570849653377,-0.07113282570263246
2,1,250,991,9,6.601217428155252,2.0060736973653963
1,1,150,993,7,10.85162812396608,1.1757032503739804
3,1,244,992,8,11.948167489464064,2.708705512963745
4,1,279,997,3,6.1793001489888475,-1.1415656821264077
5,1,243,992,8,7.641160986366566,0.3149894246911026
3,1,244,992,8,13.982601985777086,3.3250684172054874
4,1,279,997,3,6.122126940269047,-1.9400410190155324
1,1,150,993,7,8.415791505649342,1.0453226885327376
0,1,188,996,4,-8.12618692385303,-0.3202165654653981
2,1,250,991,9,7.096399929538003,3.0430944001803675
5,1,243,992,8,8.446316458491918,-0.9677143289505729
2,1,250,991,9,7.069964275671455,3.035164936383657
4,1,279,997,3,6.4849331147572595,-1.267004567116273
1,1,150,993,7,2.21704646876502,2.333072118058597
5,1,243,992,8,6.88022161894766,3.3919603886718956
0,1,188,996,4,-8.575817547475742,1.5080067914924924
3,1,244,992,8,13.281101672453055,2.660732256616059
5,1,243,992,8,6.909203707031978,3.252773599304934
2,1,250,991,9,8.677853707398683,2.070363221173792
3,1,244,992,8,11.29943826119236,2.7352671266371247
4,1,279,997,3,7.707991595794022,2.2934019898384554
0,1,188,996,4,-8.857258628051776,1.5299721523625331
1,1,150,993,7,2.6153998865850583,1.1464657059795484
